"Specie ID","Average Fitness","Stagnation"
"Specie 29","5.918598582102137","30"
"Specie 30","3.128945522346625","5"
"Specie 31","3.998064391960775","0"
"Specie 32","3.700027000711768","0"
"Specie 33","4.000698985125261","0"
"Specie 34","4.000019698132146","0"
"Specie 0","8.992593460559695","84"
"Specie 1","8.971877996128823","30"
"Specie 2","8.9919352062379","5"
"Specie 3","8.756887939530007","72"
"Specie 4","8.984501975590788","8"
"Specie 5","8.837433616246946","27"
"Specie 6","8.903050876240343","9"
"Specie 7","8.717520232173637","57"
"Specie 8","8.244997969145409","59"
"Specie 9","8.191519733489294","45"
"Specie 10","8.688550999938592","6"
"Specie 11","7.72022258497271","5"
"Specie 12","8.887976885116963","10"
"Specie 13","8.196312556846223","5"
"Specie 14","8.769469521696172","3"
"Specie 15","8.794712282899404","30"
"Specie 16","4.000000093989176","3"
"Specie 17","8.93187979808944","6"
"Specie 18","4.983717228294734","23"
"Specie 19","8.170470514396834","2"
"Specie 20","8.91318534189066","51"
"Specie 21","8.00723741201371","11"
"Specie 22","8.8242337427244","28"
"Specie 23","8.096503777504463","26"
"Specie 24","8.829342067453187","25"
"Specie 25","5.6923685621617395","6"
"Specie 26","7.347887691308969","11"
"Specie 27","7.61334276840886","27"
"Specie 28","6.4034603581386875","18"
"Specie 29","6.705157719798158","14"
"Specie 30","3.4222681073411674","1"
"Specie 31","3.9992833091332343","26"
"Specie 32","3.805950742896919","13"
"Specie 33","4.001954973659583","16"
"Specie 34","4.000494232496878","22"
"Specie 35","6.831883698448486","14"
"Specie 36","8.918861874580896","29"
"Specie 37","6.06423618893648","1"
"Specie 38","6.281151716901729","0"
"Specie 0","8.992819626394153","87"
"Specie 1","8.975732186980306","12"
"Specie 2","8.991986145961215","5"
"Specie 3","8.784022973557766","51"
"Specie 4","8.984941602754294","6"
"Specie 5","8.866472733508198","42"
"Specie 6","8.93711345220697","60"
"Specie 7","8.750355091493246","47"
"Specie 8","8.31451186138001","28"
"Specie 9","8.311253973860156","85"
"Specie 10","8.722667565813591","7"
"Specie 11","8.058403894560074","5"
"Specie 12","8.891398741966414","4"
"Specie 13","8.165092863544004","5"
"Specie 14","8.819318322463028","3"
"Specie 15","8.824741341121785","5"
"Specie 16","4.000000142340016","20"
"Specie 17","8.933035666594044","4"
"Specie 18","5.265782985581059","22"
"Specie 19","8.170470514396834","1"
"Specie 20","8.93500775609142","47"
"Specie 21","8.185490132450102","9"
"Specie 22","8.876199531359493","15"
"Specie 23","8.155198518299741","16"
"Specie 24","8.885392130320014","24"
"Specie 25","5.733151799671893","0"
"Specie 26","8.659405954994705","7"
"Specie 27","8.764231028800893","42"
"Specie 28","7.544377631775331","15"
"Specie 29","7.52035558576252","30"
"Specie 30","4.079697229017511","7"
"Specie 31","4.818782866413548","25"
"Specie 32","3.9471076300983725","27"
"Specie 33","4.516125404883438","25"
"Specie 34","4.000056479636972","5"
"Specie 35","7.065741321686675","6"
"Specie 36","8.935522486592355","4"
"Specie 37","6.401166073533698","4"
"Specie 38","7.387010098629276","4"
"Specie 39","4.012578785706831","0"
"Specie 40","8.936788519256575","18"
"Specie 41","3.39183570917145","0"
"Specie 0","8.993876223112274","50"
"Specie 1","8.978713268975048","42"
"Specie 2","8.992037085684531","1"
"Specie 3","8.83635592155154","79"
"Specie 4","8.984593686927441","1"
"Specie 5","8.86752328605316","1"
"Specie 6","8.953355205935754","4"
"Specie 7","8.773666794526722","48"
"Specie 8","8.976735353859722","8"
"Specie 9","8.326662560331668","100"
"Specie 10","8.75300546123695","11"
"Specie 11","8.457174772508491","2"
"Specie 12","8.891398741966414","4"
"Specie 13","8.276570152038094","5"
"Specie 14","8.819318322463028","5"
"Specie 15","8.856224975800766","4"
"Specie 16","4.134137685233428","8"
"Specie 17","8.933035666594044","6"
"Specie 18","5.540638451276575","18"
"Specie 19","8.213822081241949","11"
"Specie 20","8.94366665347043","124"
"Specie 21","8.311440184156982","3"
"Specie 22","8.900552881457072","20"
"Specie 23","8.318743479444617","39"
"Specie 24","8.920074732041147","18"
"Specie 25","6.052105358103369","2"
"Specie 26","8.73568884705614","11"
"Specie 27","8.884305269097734","18"
"Specie 28","8.046933110338097","33"
"Specie 29","7.962918531343376","13"
"Specie 30","4.516112801567907","7"
"Specie 31","8.17475870993386","25"
"Specie 32","4.703476655750932","15"
"Specie 33","5.504010764634593","15"
"Specie 34","4.283342401950717","25"
"Specie 35","7.528641963880457","5"
"Specie 36","8.947304439892713","4"
"Specie 37","6.903336638772956","5"
"Specie 38","7.387010098629276","5"
"Specie 39","4.835003387676475","18"
"Specie 40","8.937612893909806","3"
"Specie 41","3.868687550530817","6"
"Specie 42","8.773259631383603","3"
"Specie 43","5.171171766276782","0"
"Specie 44","7.647466676625351","0"
"Specie 45","4.000002221000723","0"
"Specie 0","8.99419865560664","71"
"Specie 1","8.978982337871084","35"
"Specie 2","8.99262283012309","4"
"Specie 3","8.881694062173418","32"
"Specie 4","8.985875493190422","2"
"Specie 5","8.9020276788576","2"
"Specie 6","8.959138506543145","99"
"Specie 7","8.7960080813701","46"
"Specie 8","8.542575010776282","89"
"Specie 9","8.3935293754407","7"
"Specie 10","8.781005745455332","4"
"Specie 11","8.51101447075636","5"
"Specie 12","8.952229647017152","17"
"Specie 13","8.330101329350406","10"
"Specie 14","8.878319650218057","5"
"Specie 15","8.917205178294616","5"
"Specie 16","4.15343117804837","5"
"Specie 17","8.937706389829817","1"
"Specie 18","5.654219928824461","16"
"Specie 19","8.22872675013224","5"
"Specie 20","8.955715853124737","2"
"Specie 21","8.345010473963121","4"
"Specie 22","8.919710982535204","22"
"Specie 23","8.762440880735188","28"
"Specie 24","8.944912044762452","22"
"Specie 25","6.984066498047794","1"
"Specie 26","8.723365158910768","10"
"Specie 27","8.923811311795246","43"
"Specie 28","7.950189008030404","15"
"Specie 29","8.036722282516205","23"
"Specie 30","4.615544303845714","1"
"Specie 31","8.57073127657794","5"
"Specie 32","6.6078139341514746","11"
"Specie 33","8.00906888661042","10"
"Specie 34","8.983877347432733","24"
"Specie 35","8.920002918088127","34"
"Specie 36","8.947304439892713","0"
"Specie 37","7.782893411573911","20"
"Specie 38","7.818391346391078","4"
"Specie 39","7.319307126991058","3"
"Specie 40","8.937612893909806","0"
"Specie 41","8.57822750642339","17"
"Specie 42","8.876787849596669","10"
"Specie 43","6.416189664722725","6"
"Specie 44","7.926721330781867","29"
"Specie 45","4.00001449053794","15"
"Specie 46","8.98957844029772","4"
"Specie 47","4.002482616517148","0"
"Specie 48","8.856745952354428","2"
"Specie 0","8.994282418322584","39"
"Specie 1","8.982752140379866","23"
"Specie 2","8.993116317253847","3"
"Specie 3","8.921538676145863","39"
"Specie 4","8.989776799343833","45"
"Specie 5","8.9020276788576","4"
"Specie 6","8.968747492606585","112"
"Specie 7","8.824190485652517","39"
"Specie 8","8.586978911089822","69"
"Specie 9","8.438042583743798","5"
"Specie 10","8.877788016560102","19"
"Specie 11","8.51101447075636","5"
"Specie 12","8.956422067229088","5"
"Specie 13","8.63468277925033","33"
"Specie 14","8.82091917471777","3"
"Specie 15","8.979440123085482","1"
"Specie 16","4.195991304523783","5"
"Specie 17","8.941023266653557","0"
"Specie 18","5.749360554351105","17"
"Specie 19","8.214289545972381","1"
"Specie 20","8.97421290873302","9"
"Specie 21","8.37505950616694","6"
"Specie 22","8.93879464953541","15"
"Specie 23","8.978348410037862","22"
"Specie 24","8.947890154955806","16"
"Specie 25","7.386195587438541","5"
"Specie 26","8.733389317825269","7"
"Specie 27","8.931689780511755","35"
"Specie 28","7.981970942036071","21"
"Specie 29","8.268951598007407","12"
"Specie 30","4.841451848074922","7"
"Specie 31","8.513531404042457","20"
"Specie 32","7.43091869564704","24"
"Specie 33","8.730541438070063","11"
"Specie 34","8.98952684972297","5"
"Specie 35","8.964906502807137","5"
"Specie 36","8.945348995859984","0"
"Specie 37","8.368785772424864","17"
"Specie 38","7.818391346391078","15"
"Specie 39","7.3463547757866605","1"
"Specie 40","8.944857878574428","5"
"Specie 41","8.72832320032417","2"
"Specie 42","8.930402677327738","4"
"Specie 43","7.769947065044264","4"
"Specie 44","8.089812600245692","34"
"Specie 45","4.255204126072054","15"
"Specie 46","8.99070088614108","3"
"Specie 47","4.004875248148657","11"
"Specie 48","8.927072612805526","12"
"Specie 49","8.781005745455332","6"
"Specie 50","4.004886434137278","2"
"Specie 51","5.907501031693969","0"
"Specie 52","8.349731955386144","0"
"Specie 53","6.844688765939906","0"
"Specie 54","4.001104717880655","0"
"Specie 0","8.99461259606097","36"
"Specie 1","8.985691260507464","33"
"Specie 2","8.993142670474995","3"
"Specie 3","8.966104403206892","67"
"Specie 4","8.991975294753694","22"
"Specie 5","8.922564496914642","3"
"Specie 6","8.972136827408722","113"
"Specie 7","8.825513432476857","26"
"Specie 8","8.524640549242935","56"
"Specie 9","8.53936112228299","6"
"Specie 10","8.792075329109666","22"
"Specie 11","8.269940197487479","0"
"Specie 12","8.962334526784005","5"
"Specie 13","8.666964905122953","40"
"Specie 14","8.82091917471777","3"
"Specie 15","8.990437422392997","33"
"Specie 16","4.28542613110869","1"
"Specie 17","8.943746108852086","5"
"Specie 18","6.252955136970715","21"
"Specie 19","8.385020703976506","3"
"Specie 20","8.973714084173363","5"
"Specie 21","8.48430963781098","8"
"Specie 22","8.954358930072948","14"
"Specie 23","8.98429281242316","35"
"Specie 24","8.95024161010413","12"
"Specie 25","7.787110684897592","2"
"Specie 26","8.772512205913142","3"
"Specie 27","8.942806034682242","16"
"Specie 28","8.001777081515902","14"
"Specie 29","8.426759016940203","13"
"Specie 30","4.878348061400389","2"
"Specie 31","8.671314174299921","18"
"Specie 32","8.058343531746454","14"
"Specie 33","8.96970401519904","5"
"Specie 34","8.991250380482718","5"
"Specie 35","8.985153630506282","3"
"Specie 36","8.957282432747368","5"
"Specie 37","8.498863795981551","14"
"Specie 38","7.83735335473237","16"
"Specie 39","7.3463547757866605","5"
"Specie 40","8.952102863239052","8"
"Specie 41","8.701188740857443","4"
"Specie 42","8.930402677327738","3"
"Specie 43","8.034576017397868","5"
"Specie 44","8.139130733660233","32"
"Specie 45","5.555749071065098","16"
"Specie 46","8.992904213132887","3"
"Specie 47","5.257273688518476","12"
"Specie 48","8.973184138169627","2"
"Specie 49","8.808358259210092","2"
"Specie 50","4.011019064592425","5"
"Specie 51","7.793542080505727","4"
"Specie 52","8.39770964211303","1"
"Specie 53","7.264642761712352","15"
"Specie 54","4.00391390045499","5"
"Specie 55","3.9999999970136297","0"
"Specie 56","6.05479283076638","0"
"Specie 0","8.994499977786107","61"
"Specie 1","8.98913428009612","25"
"Specie 2","8.993139889996323","3"
"Specie 3","8.987345963306849","25"
"Specie 4","8.994285625085256","5"
"Specie 5","8.931907350119445","8"
"Specie 6","8.968386160243746","1"
"Specie 7","8.839259803334949","28"
"Specie 8","8.563942650579571","53"
"Specie 9","8.553054268591008","4"
"Specie 10","8.989138379833165","27"
"Specie 11","8.269940197487479","3"
"Specie 12","8.970255867176755","138"
"Specie 13","8.66808670980143","20"
"Specie 14","8.835180809720036","6"
"Specie 15","8.99139267042744","4"
"Specie 16","4.449786255856748","4"
"Specie 17","8.947228744970356","4"
"Specie 18","7.116653957669467","11"
"Specie 19","8.385791960800963","2"
"Specie 20","8.979501270347026","4"
"Specie 21","8.470990503560747","1"
"Specie 22","8.974867624167983","23"
"Specie 23","8.986904613071644","19"
"Specie 24","8.972144806010851","13"
"Specie 25","8.15191481386613","1"
"Specie 26","8.808762993501457","28"
"Specie 27","8.950033719323184","34"
"Specie 28","8.157664974723264","21"
"Specie 29","8.54468971727076","27"
"Specie 30","7.343717387183103","6"
"Specie 31","8.704345344161359","32"
"Specie 32","8.311017131294813","12"
"Specie 33","8.973669024144524","5"
"Specie 34","8.992652650104272","5"
"Specie 35","8.985153630506282","1"
"Specie 36","8.965033404208986","5"
"Specie 37","8.614927052477578","16"
"Specie 38","7.887989173949956","7"
"Specie 39","7.450815263924974","3"
"Specie 40","8.95578232821172","2"
"Specie 41","8.701188740857443","3"
"Specie 42","8.939583514337249","9"
"Specie 43","7.7438621451559735","0"
"Specie 44","8.111339285109059","17"
"Specie 45","6.172829403487365","11"
"Specie 46","8.992904213132887","1"
"Specie 47","6.6121767977158115","16"
"Specie 48","8.973184138169627","5"
"Specie 49","8.808937324348355","2"
"Specie 50","4.073599009721779","1"
"Specie 51","8.29824291832405","2"
"Specie 52","8.646014232306365","7"
"Specie 53","7.5498818361198055","14"
"Specie 54","4.004760802331012","3"
"Specie 55","3.9999999986951345","1"
"Specie 56","6.39213874024888","19"
"Specie 57","8.287839582030175","8"
"Specie 58","4.671845424453037","0"
"Specie 59","4.000001394597587","0"
"Specie 60","3.9872058003556825","0"
"Specie 61","1.8689775752251339","0"
"Specie 0","8.9946295424333","53"
"Specie 1","8.98849237331213","41"
"Specie 2","8.994515378678258","22"
"Specie 3","8.98906508079156","25"
"Specie 4","8.994285625085256","2"
"Specie 5","8.9546935941376","1"
"Specie 6","8.976294001596402","4"
"Specie 7","8.841808665182844","23"
"Specie 8","8.59921615902395","59"
"Specie 9","8.553054268591008","6"
"Specie 10","8.992335569096529","22"
"Specie 11","8.652168477534032","6"
"Specie 12","8.973991611836713","89"
"Specie 13","8.734894177710009","25"
"Specie 14","8.849442444722303","2"
"Specie 15","8.991654214632543","3"
"Specie 16","4.449786255856748","1"
"Specie 17","8.957471214307521","3"
"Specie 18","7.710087384698006","16"
"Specie 19","8.385791960800963","4"
"Specie 20","8.981491019906374","5"
"Specie 21","8.511908967053927","0"
"Specie 22","8.963553299158388","1"
"Specie 23","8.988592490101304","24"
"Specie 24","8.980518766383607","16"
"Specie 25","8.230913494980788","3"
"Specie 26","8.816319427088938","28"
"Specie 27","8.955266045228488","20"
"Specie 28","8.333908027019568","23"
"Specie 29","8.55127948529374","6"
"Specie 30","7.3463547757866605","4"
"Specie 31","7.696264301713671","25"
"Specie 32","8.638185850619628","16"
"Specie 33","8.988147584387951","2"
"Specie 34","8.993413398148839","2"
"Specie 35","8.991361536113375","1"
"Specie 36","8.970330365072286","1"
"Specie 37","8.673605646283377","14"
"Specie 38","7.981487934257227","14"
"Specie 39","7.450815263924974","3"
"Specie 40","8.964197502058262","5"
"Specie 41","8.678333444098556","8"
"Specie 42","8.942765016107025","3"
"Specie 43","7.7438621451559735","1"
"Specie 44","8.366291151404322","34"
"Specie 45","7.827782957469478","15"
"Specie 46","8.994315350475533","4"
"Specie 47","7.474557519758847","11"
"Specie 48","8.973184138169627","5"
"Specie 49","8.820092800811697","3"
"Specie 50","4.461250888846861","5"
"Specie 51","8.370361917353728","5"
"Specie 52","8.611440993992296","1"
"Specie 53","7.681762518770309","13"
"Specie 54","4.0086698680608235","3"
"Specie 55","3.9999999987374633","1"
"Specie 56","7.192354794533259","14"
"Specie 57","8.33164037629968","5"
"Specie 58","5.0216541561330965","14"
"Specie 59","4.000002614694931","11"
"Specie 60","4.121814268878045","11"
"Specie 61","4.203013374313934","11"
"Specie 62","4.000311857446391","11"
"Specie 63","4.040922128203638","0"
"Specie 64","8.975259915846154","1"
"Specie 65","5.164413572514324","3"
"Specie 0","8.994697615447453","49"
"Specie 1","8.98037766360972","34"
"Specie 2","8.995676233034857","15"
"Specie 3","8.99335724422405","26"
"Specie 4","8.994285625085256","1"
"Specie 5","8.958642435148839","3"
"Specie 6","8.981069105166574","4"
"Specie 7","8.853334748102897","22"
"Specie 8","8.616051341038474","58"
"Specie 9","8.59787924930848","5"
"Specie 10","8.992486642035189","17"
"Specie 11","8.97195425572575","4"
"Specie 12","8.978616046941081","117"
"Specie 13","8.77462896285645","26"
"Specie 14","8.87414662489666","5"
"Specie 15","8.993002650573464","4"
"Specie 16","4.449786255856748","0"
"Specie 17","8.965518041630462","5"
"Specie 18","8.008158280195062","16"
"Specie 19","8.22280161529833","28"
"Specie 20","8.980827640553844","0"
"Specie 21","8.58217343188812","3"
"Specie 22","8.963553299158388","1"
"Specie 23","8.98960608713034","20"
"Specie 24","8.982478186309619","15"
"Specie 25","8.525270051469144","5"
"Specie 26","8.830057279040686","20"
"Specie 27","8.959972510167109","26"
"Specie 28","8.412714834632435","18"
"Specie 29","8.612725747800706","2"
"Specie 30","7.538975334631042","6"
"Specie 31","7.644067715191556","3"
"Specie 32","8.675351213878628","5"
"Specie 33","8.988147584387951","5"
"Specie 34","8.993728878222363","5"
"Specie 35","8.992812998818945","2"
"Specie 36","8.966571627210158","1"
"Specie 37","8.726456882112887","16"
"Specie 38","7.993586008129198","3"
"Specie 39","7.560764907332849","3"
"Specie 40","8.964197502058262","8"
"Specie 41","8.728184419236742","7"
"Specie 42","8.942765016107025","1"
"Specie 43","7.823340587712158","2"
"Specie 44","8.467849603211967","16"
"Specie 45","8.112140933918642","8"
"Specie 46","8.994200949722062","4"
"Specie 47","7.587577353668747","11"
"Specie 48","8.973406907139356","5"
"Specie 49","8.812217722500746","5"
"Specie 50","6.0877272644708","10"
"Specie 51","8.536048148376514","2"
"Specie 52","8.577745511911726","0"
"Specie 53","7.811223616624424","12"
"Specie 54","4.0086698680608235","2"
"Specie 55","3.9999999993834408","5"
"Specie 56","7.512564343716624","10"
"Specie 57","8.432044607811699","2"
"Specie 58","5.163042651678501","12"
"Specie 59","4.000007856339437","10"
"Specie 60","5.624675830571991","14"
"Specie 61","6.024748364462473","22"
"Specie 62","4.001413708603447","19"
"Specie 63","4.057737824371154","14"
"Specie 64","8.977800008135366","15"
"Specie 65","6.138947783168068","4"
"Specie 66","4.051715243418884","0"
"Specie 0","8.995066179124631","39"
"Specie 1","8.983290283636922","50"
"Specie 2","8.996366735897112","12"
"Specie 3","8.993322396485794","109"
"Specie 4","8.994501273985684","8"
"Specie 5","8.958642435148839","5"
"Specie 6","8.982413299750714","2"
"Specie 7","8.855387636951455","34"
"Specie 8","8.627968260726963","48"
"Specie 9","8.613804558497032","3"
"Specie 10","8.994037200803222","2"
"Specie 11","8.980279226976169","5"
"Specie 12","5.8089781410342844","10"
"Specie 13","8.759220829680189","20"
"Specie 14","8.87414662489666","2"
"Specie 15","8.993899619267054","3"
"Specie 16","4.573529620496561","2"
"Specie 18","8.17740860207587","16"
"Specie 19","8.127423254622476","28"
"Specie 20","8.982201915404225","56"
"Specie 21","8.602452336905984","3"
"Specie 22","8.968627186099521","6"
"Specie 23","8.992321229282666","17"
"Specie 24","8.983239542085336","12"
"Specie 25","8.525270051469144","3"
"Specie 26","8.840457473719253","14"
"Specie 27","8.961139551466076","20"
"Specie 28","8.5358776560226","25"
"Specie 29","8.497910141428646","1"
"Specie 30","7.5168301394542345","0"
"Specie 31","7.647282764435975","2"
"Specie 32","8.749782934221658","15"
"Specie 33","8.991108741285647","5"
"Specie 34","8.993728878222363","1"
"Specie 35","8.991643928812953","1"
"Specie 36","8.966571627210158","3"
"Specie 37","8.743423457855437","11"
"Specie 38","7.955119839374598","6"
"Specie 39","7.448159718303146","2"
"Specie 40","8.969737654091329","4"
"Specie 41","8.77220216408097","18"
"Specie 42","8.949039447017357","5"
"Specie 43","8.013321154527265","2"
"Specie 44","8.593214031083464","20"
"Specie 45","8.83463945693915","11"
"Specie 47","7.719436505355937","16"
"Specie 48","8.973629676109086","1"
"Specie 49","8.812217722500746","4"
"Specie 50","7.419415376788352","16"
"Specie 51","8.664649477035777","0"
"Specie 52","8.979798342704058","3"
"Specie 53","7.946004669180217","9"
"Specie 54","4.007121298716422","1"
"Specie 55","4.233122426313615","5"
"Specie 56","7.807331361632893","25"
"Specie 57","8.432044607811699","0"
"Specie 58","5.153535288957475","3"
"Specie 59","4.000008714417138","3"
"Specie 60","7.2450473362067385","10"
"Specie 61","7.1830087784468315","22"
"Specie 62","4.004194026411023","4"
"Specie 63","4.141136691882551","9"
"Specie 64","8.981755319508641","4"
"Specie 65","6.803509869062117","2"
"Specie 66","4.1186493984767045","16"
"Specie 0","8.99551885108796","48"
"Specie 1","8.9834749139131","52"
"Specie 2","8.99672914661893","11"
"Specie 3","8.994736504858158","34"
"Specie 4","8.995001089725369","5"
"Specie 5","8.968808233361415","2"
"Specie 6","8.983351417694987","125"
"Specie 7","8.855663204733094","24"
"Specie 8","8.614387152074665","52"
"Specie 9","8.67834165470328","3"
"Specie 10","8.995032029799988","5"
"Specie 11","8.986754745465891","3"
"Specie 12","6.314831002222687","22"
"Specie 13","8.77581275235166","13"
"Specie 14","8.900893449743299","5"
"Specie 15","8.993899619267054","3"
"Specie 16","4.573529620496561","3"
"Specie 18","8.23088864553447","12"
"Specie 19","8.522330421821978","39"
"Specie 20","8.981069105166574","4"
"Specie 21","8.566705104383903","1"
"Specie 22","8.974140536005415","5"
"Specie 23","8.99453642030617","14"
"Specie 24","8.985306641200374","7"
"Specie 25","8.525270051469144","1"
"Specie 26","8.839473841062219","9"
"Specie 27","8.966375612879476","19"
"Specie 28","8.338827423891711","21"
"Specie 29","8.529818914660284","3"
"Specie 30","7.620376830083323","6"
"Specie 31","7.647282764435975","2"
"Specie 32","8.830717542514927","16"
"Specie 33","8.991108741285647","4"
"Specie 34","8.993728878222363","5"
"Specie 35","8.993125011867992","2"
"Specie 36","8.977636334680177","2"
"Specie 37","8.821337087392228","11"
"Specie 38","7.998002733137348","13"
"Specie 39","7.448159718303146","5"
"Specie 40","8.969737654091329","4"
"Specie 41","8.783752548200583","2"
"Specie 42","8.96007263305089","9"
"Specie 43","8.050349005281973","4"
"Specie 44","8.590052599890953","10"
"Specie 45","8.89841711092489","12"
"Specie 47","7.815834700041487","16"
"Specie 48","8.973629676109086","3"
"Specie 49","8.812217722500746","2"
"Specie 50","8.171870673177269","10"
"Specie 51","8.69383716266208","5"
"Specie 52","8.982611272256007","2"
"Specie 53","8.02496470366248","9"
"Specie 54","4.002941364560595","0"
"Specie 55","4.252138581732961","2"
"Specie 56","8.011530269983517","9"
"Specie 57","8.460736538536702","3"
"Specie 58","5.514338872361102","3"
"Specie 59","4.000689211995412","16"
"Specie 60","8.859157967319788","10"
"Specie 61","7.993163821810964","14"
"Specie 62","4.079057203397907","5"
"Specie 63","4.179759611248102","12"
"Specie 64","8.98284823345111","13"
"Specie 65","6.982754121725479","3"
"Specie 66","4.571579488346312","11"
"Specie 67","4.003177740474265","0"
"Specie 68","8.84685308862164","16"
